numero_leccion,titulo,url,descripcion,ejemplos_codigo,categoria
129,Python Read Files,https://www.w3schools.com/python/python_file_open.asp,"PythonFile Open
Open a File on the Server
Assume we have the following file, located in the same folder as Python:
demofile.txt
To open the file, use the built-inopen()function.","Hello! Welcome to demofile.txtThis file is for testing purposes.Good 
  Luck!
---
f = open(""demofile.txt"")print(f.read())
---
f = open(""D:\\myfiles\welcome.txt"")print(f.read())",Python Avanzado
130,Python Write/Create Files,https://www.w3schools.com/python/python_file_write.asp,"PythonFile Write
Write to an Existing File
To write to an existing file, you must add a parameter to theopen()function:
""a""- Append - will append to the end of the file
""w""- Write - will overwrite any existing content","with open(""demofile.txt"", ""a"") as f:f.write(""Now the file has more content!"")#open and read the file after the appending:with open(""demofile.txt"") 
  as f:print(f.read())
---
with open(""demofile.txt"", ""w"") as f:f.write(""Woops! I have deleted the content!"")#open and read the file after the overwriting:with open(""demofile.txt"") 
  as f:print(f.read())
---
f = open(""myfile.txt"", ""x"")",Python Avanzado
131,Python Delete Files,https://www.w3schools.com/python/python_file_remove.asp,"PythonDelete File
Delete a File
To delete a file, you must import the OS module, and run itsos.remove()function:
Example
Remove the file ""demofile.txt"":","import osos.remove(""demofile.txt"")
---
import osif os.path.exists(""demofile.txt""):os.remove(""demofile.txt"")else:print(""The file does not exist"")
---
import osos.rmdir(""myfolder"")",Python Avanzado
132,NumPy Tutorial,https://www.w3schools.com/python/numpy/default.asp,"NumPyTutorial
Learn NumPy
NumPy is a Python library.
NumPy is used for working with arrays.
NumPy is short for ""Numerical Python"".","import numpy as nparr = np.array([1, 2, 3, 4, 5])print(arr)print(type(arr))",Python Avanzado
133,Pandas Tutorial,https://www.w3schools.com/python/pandas/default.asp,"PandasTutorial
Learn Pandas
Pandas is a Python library.
Pandas is used to analyze data.
Learning by Reading",import pandas as pddf = pd.read_csv('data.csv')print(df.to_string()),Python Avanzado
134,SciPy Tutorial,https://www.w3schools.com/python/scipy/index.php,"SciPyTutorial
Learn SciPy
SciPy is a scientific computation library that usesNumPyunderneath.
SciPy stands for Scientific Python.
Learning by Reading",from scipy import constantsprint(constants.liter),Python Avanzado
135,Django Tutorial,https://www.w3schools.com/django/index.php,"Django Tutorial
Learn Django
Django is a back-end server side web framework.
Django is free, open source and written in Python.
Django makes it easier to build web pages using Python.",,Python Avanzado
136,Matplotlib Intro,https://www.w3schools.com/python/matplotlib_intro.asp,"MatplotlibTutorial
What is Matplotlib?
Matplotlib is a low level graph plotting library in python that serves as a visualization utility.
Matplotlib was created by John D. Hunter.
Matplotlib is open source and we can use it freely.",,Python Avanzado
137,Matplotlib Get Started,https://www.w3schools.com/python/matplotlib_getting_started.asp,"MatplotlibGetting Started
Installation of Matplotlib
If you havePythonandPIPalready installed on a system, then installation of 
Matplotlib is very easy.
Install it using this command:
If this command fails, then use a python distribution that already has Matplotlib installed,  like Anaconda, Spyder etc.","C:\Users\Your Name>pip install matplotlib
---
import matplotlib
---
import matplotlibprint(matplotlib.__version__)",Python Avanzado
138,Matplotlib Pyplot,https://www.w3schools.com/python/matplotlib_pyplot.asp,"MatplotlibPyplot
Pyplot
Most of the Matplotlib utilities lies under thepyplotsubmodule,
and are usually imported under thepltalias:
Now the Pyplot package can be referred to asplt.
Example","import matplotlib.pyplot as plt
---
import matplotlib.pyplot as pltimport numpy as npxpoints = np.array([0, 6])ypoints = np.array([0, 250])plt.plot(xpoints, 
  ypoints)plt.show()",Python Avanzado
139,Matplotlib Plotting,https://www.w3schools.com/python/matplotlib_plotting.asp,"MatplotlibPlotting
Plotting x and y points
Theplot()function is used to draw points (markers) in a diagram.
By default, theplot()function draws a line from point to point.
The function takes parameters for specifying points in the diagram.","import matplotlib.pyplot as pltimport numpy as npxpoints = np.array([1, 8])ypoints = np.array([3, 10])plt.plot(xpoints, ypoints)plt.show()
---
import matplotlib.pyplot as pltimport numpy as npxpoints = np.array([1, 8])ypoints = np.array([3, 10])plt.plot(xpoints, ypoints, 'o')plt.show()
---
import matplotlib.pyplot as pltimport numpy as npxpoints = np.array([1, 2, 6, 8])ypoints = np.array([3, 8, 1, 10])plt.plot(xpoints, ypoints)plt.show()",Python Avanzado
140,Matplotlib Markers,https://www.w3schools.com/python/matplotlib_markers.asp,"MatplotlibMarkers
Markers
You can use the keyword argumentmarkerto 
emphasize each point with a specified marker:
Example
Mark each point with a circle:","import matplotlib.pyplot as pltimport numpy as npypoints = np.array([3, 8, 1, 10])plt.plot(ypoints, marker = 'o')plt.show()
---
...plt.plot(ypoints, marker = '*')...
---
import matplotlib.pyplot as pltimport numpy as npypoints = np.array([3, 8, 1, 10])plt.plot(ypoints, 'o:r')plt.show()",Python Avanzado
141,Matplotlib Line,https://www.w3schools.com/python/matplotlib_line.asp,"MatplotlibLine
Linestyle
You can use the keyword argumentlinestyle, or shorterls, to 
change the style of the plotted line:
Example
Use a dotted line:","import matplotlib.pyplot as pltimport numpy as npypoints = np.array([3, 8, 1, 10])plt.plot(ypoints, linestyle = 'dotted')plt.show()
---
plt.plot(ypoints, linestyle = 'dashed')
---
plt.plot(ypoints, ls = ':')",Python Avanzado
142,Matplotlib Labels,https://www.w3schools.com/python/matplotlib_labels.asp,"MatplotlibLabels and Title
Create Labels for a Plot
With Pyplot, you can use thexlabel()andylabel()functions to set a label for the x- and y-axis.
Example
Add labels to the x- and y-axis:","import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])plt.plot(x, y)plt.xlabel(""Average 
  Pulse"")plt.ylabel(""Calorie Burnage"")plt.show()
---
import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])plt.plot(x, y)plt.title(""Sports Watch Data"")plt.xlabel(""Average 
  Pulse"")plt.ylabel(""Calorie Burnage"")plt.show()
---
import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])font1 = {'family':'serif','color':'blue','size':20}font2 = {'family':'serif','color':'darkred','size':15}plt.title(""Sports 
  Watch Data"", fontdict = font1)plt.xlabel(""Average Pulse"", fontdict = 
  font2)plt.ylabel(""Calorie Burnage"", fontdict = font2)plt.pl",Python Avanzado
143,Matplotlib Grid,https://www.w3schools.com/python/matplotlib_grid.asp,"MatplotlibAdding Grid Lines
Add Grid Lines to a Plot
With Pyplot, you can use thegrid()function to add grid lines to the plot.
Example
Add grid lines to the plot:","import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])plt.title(""Sports Watch Data"")plt.xlabel(""Average Pulse"")plt.ylabel(""Calorie Burnage"")plt.plot(x, 
  y)plt.grid()plt.show()
---
import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])plt.title(""Sports Watch Data"")plt.xlabel(""Average Pulse"")plt.ylabel(""Calorie Burnage"")plt.plot(x, 
  y)plt.grid(axis = 'x')plt.show()
---
import numpy as npimport matplotlib.pyplot as pltx = np.array([80, 
  85, 90, 95, 100, 105, 110, 115, 120, 125])y = np.array([240, 250, 260, 
  270, 280, 290, 300, 310, 320, 330])plt.title(""Sports Watch Data"")plt.xlabel(""Average Pulse"")plt.ylabel(""Calorie Burnage"")plt.plot(x, 
  y)plt.grid(axis = 'y')plt.show()",Python Avanzado
144,Matplotlib Subplot,https://www.w3schools.com/python/matplotlib_subplot.asp,"MatplotlibSubplot
Display Multiple Plots
With thesubplot()function you can draw multiple plots in one figure:
Example
Draw 2 plots:","import matplotlib.pyplot as pltimport numpy as np#plot 1:x = 
  np.array([0, 1, 2, 3])y = np.array([3, 8, 1, 10])plt.subplot(1, 2, 1)plt.plot(x,y)#plot 2:x = np.array([0, 1, 2, 3])y = np.array([10, 20, 30, 
  40])plt.subplot(1, 2, 2)plt.plot(x,y)plt.show()
---
import matplotlib.pyplot as pltimport numpy as np#plot 1:x = 
  np.array([0, 1, 2, 3])y = np.array([3, 8, 1, 10])plt.subplot(2, 1, 1)plt.plot(x,y)#plot 2:x = np.array([0, 1, 2, 3])y = np.array([10, 20, 30, 
  40])plt.subplot(2, 1, 2)plt.plot(x,y)plt.show()
---
import matplotlib.pyplot as pltimport numpy as npx = np.array([0, 
  1, 2, 3])y = np.array([3, 8, 1, 10])plt.subplot(2, 3, 1)plt.plot(x,y)x = np.array([0, 1, 2, 3])y = np.array([10, 20, 30, 
  40])plt.subplot(2, 3, 2)plt.plot(x,y)x = np.array([0, 1, 
  2, 3])y = np.array([3, 8, 1, 10])plt.subplot(2, 3, 3)plt.plot(x,y)x = np.array([0, 1, 2, 3])y = np.array([10, 20, 30, 40])plt.subplot(2, 3, 4)plt.plot(x,y)x = np.array([0, 1, 2, 3])y = 
  np.array([3, 8, 1, 10])plt.subplot(2,",Python Avanzado
145,Matplotlib Scatter,https://www.w3schools.com/python/matplotlib_scatter.asp,"MatplotlibScatter
Creating Scatter Plots
With Pyplot, you can use thescatter()function 
to draw a scatter plot.
Thescatter()function plots one dot for 
each observation. It needs two arrays of the same length, one for the values of 
the x-axis, and one for values on the y-axis:
Example","import matplotlib.pyplot as pltimport numpy as npx = np.array([5,7,8,7,2,17,2,9,4,11,12,9,6])y = np.array([99,86,87,88,111,86,103,87,94,78,77,85,86])plt.scatter(x, y)plt.show()
---
import matplotlib.pyplot as pltimport numpy as np#day one, the age 
  and speed of 13 cars:x = np.array([5,7,8,7,2,17,2,9,4,11,12,9,6])y = np.array([99,86,87,88,111,86,103,87,94,78,77,85,86])plt.scatter(x, 
  y)#day two, the age and speed of 15 cars:x = np.array([2,2,8,1,15,8,12,9,7,3,11,4,7,14,12])y = np.array([100,105,84,105,90,99,90,95,94,100,79,112,91,80,85])plt.scatter(x, y)plt.show()
---
import matplotlib.pyplot as pltimport numpy as npx = np.array([5,7,8,7,2,17,2,9,4,11,12,9,6])y = np.array([99,86,87,88,111,86,103,87,94,78,77,85,86])plt.scatter(x, 
  y, color = 'hotpink')x = np.array([2,2,8,1,15,8,12,9,7,3,11,4,7,14,12])y = np.array([100,105,84,105,90,99,90,95,94,100,79,112,91,80,85])plt.scatter(x, y, color = '#88c999')plt.show()",Python Avanzado
146,Matplotlib Bars,https://www.w3schools.com/python/matplotlib_bars.asp,"MatplotlibBars
Creating Bars
With Pyplot, you can use thebar()function 
to draw bar graphs:
Example
Draw 4 bars:","import matplotlib.pyplot as pltimport numpy as npx = np.array([""A"", 
  ""B"", ""C"", ""D""])y = np.array([3, 8, 1, 10])plt.bar(x,y)plt.show()
---
x = [""APPLES"", ""BANANAS""]y = [400, 350]plt.bar(x, y)
---
import matplotlib.pyplot as pltimport numpy as npx = np.array([""A"", 
  ""B"", ""C"", ""D""])y = np.array([3, 8, 1, 10])plt.barh(x, y)plt.show()",Python Avanzado
147,Matplotlib Histograms,https://www.w3schools.com/python/matplotlib_histograms.asp,"MatplotlibHistograms
Histogram
A histogram is a graph showingfrequencydistributions.
It is a graph showing the number of observations within each given interval.
Example: Say you ask for the height of 250 people, you 
might end up with a histogram like this:","import numpy as npx = 
  np.random.normal(170, 10, 250)print(x)
---
import matplotlib.pyplot as pltimport numpy as npx = 
  np.random.normal(170, 10, 250)plt.hist(x)plt.show()",Python Avanzado
148,Matplotlib Pie Charts,https://www.w3schools.com/python/matplotlib_pie_charts.asp,"MatplotlibPie Charts
Creating Pie Charts
With Pyplot, you can use thepie()function 
to draw pie charts:
Example
A simple pie chart:","import matplotlib.pyplot as pltimport numpy as npy = np.array([35, 
  25, 25, 15])plt.pie(y)plt.show()
---
import matplotlib.pyplot as pltimport numpy as npy = np.array([35, 
  25, 25, 15])mylabels = [""Apples"", ""Bananas"", ""Cherries"", ""Dates""]plt.pie(y, 
  labels = mylabels)plt.show()
---
import matplotlib.pyplot as pltimport numpy as npy = np.array([35, 
  25, 25, 15])mylabels = [""Apples"", ""Bananas"", ""Cherries"", ""Dates""]plt.pie(y, 
  labels = mylabels, startangle = 90)plt.show()",Python Avanzado
149,Getting Started,https://www.w3schools.com/python/python_ml_getting_started.asp,"Machine Learning
Machine Learning is making the computer learn from studying data and statistics.
Machine Learning is a step into the direction of artificial intelligence (AI).
Machine Learning is a program that analyses data and learns to predict the 
outcome.
Where To Start?",,Python Avanzado
150,Mean Median Mode,https://www.w3schools.com/python/python_ml_mean_median_mode.asp,"Machine Learning - Mean Median Mode
Mean, Median, and Mode
What can we learn from looking at a group of numbers?
In Machine Learning (and in mathematics) there are often three values that 
interests us:
Example: We have registered the speed of 13 cars:","import numpyspeed = [99,86,87,88,111,86,103,87,94,78,77,85,86]x = numpy.mean(speed)print(x)
---
import numpyspeed = [99,86,87,88,111,86,103,87,94,78,77,85,86]x = numpy.median(speed)print(x)
---
import numpyspeed = [99,86,87,88,86,103,87,94,78,77,85,86]x = numpy.median(speed)print(x)",Python Avanzado
151,Standard Deviation,https://www.w3schools.com/python/python_ml_standard_deviation.asp,"Machine Learning - Standard Deviation
What is Standard Deviation?
Standard deviation is a number that describes how spread out the values are.
A low standard deviation means that most of the numbers are close to the mean (average) value.
A high standard deviation means that the values are spread out over a wider range.","import numpyspeed = [86,87,88,86,87,85,86]x = numpy.std(speed)print(x)
---
import numpyspeed = [32,111,138,28,59,77,97]x = numpy.std(speed)print(x)
---
import numpyspeed = [32,111,138,28,59,77,97]x = numpy.var(speed)print(x)",Python Avanzado
152,Percentile,https://www.w3schools.com/python/python_ml_percentile.asp,"Machine Learning - Percentiles
What are Percentiles?
Percentiles are used in statistics to give you a number that describes the 
value that a given percent of the values are lower than.
Example: Let's say we have an array that contains the ages of every person 
living on a street.
ages = [5,31,43,48,50,41,7,11,15,39,80,82,32,2,8,6,25,36,27,61,31]","import numpyages = 
  [5,31,43,48,50,41,7,11,15,39,80,82,32,2,8,6,25,36,27,61,31]x = numpy.percentile(ages, 75)print(x)
---
import numpyages = 
  [5,31,43,48,50,41,7,11,15,39,80,82,32,2,8,6,25,36,27,61,31]x = numpy.percentile(ages, 90)print(x)",Python Avanzado
153,Data Distribution,https://www.w3schools.com/python/python_ml_data_distribution.asp,"Machine Learning - Data Distribution
Data Distribution
Earlier in this tutorial we have worked with very small amounts of data in our examples, just to 
understand the different concepts.
In the real world, the data sets are much bigger, but it can be difficult to 
gather real world data, at least at an early stage of a project.
How Can we Get Big Data Sets?","import numpyx = numpy.random.uniform(0.0, 5.0, 250)print(x)
---
import numpyimport matplotlib.pyplot as pltx = 
  numpy.random.uniform(0.0, 5.0, 250)plt.hist(x, 5)plt.show()
---
import numpyimport matplotlib.pyplot as pltx = 
  numpy.random.uniform(0.0, 5.0, 100000)plt.hist(x, 100)plt.show()",Python Avanzado
154,Normal Data Distribution,https://www.w3schools.com/python/python_ml_normal_data_distribution.asp,"Machine Learning - Normal Data Distribution
Normal Data Distribution
In the previous chapter we learned how to create a completely random array, of a given size, and between two given values.
In this chapter we will learn how to create an array where the values are concentrated around a given value.
In probability theory this kind of data distribution is known as thenormal 
data distribution, or theGaussian data distribution, after the mathematician 
Carl Friedrich Gauss who came up with the for","import numpyimport matplotlib.pyplot as pltx = 
  numpy.random.normal(5.0, 1.0, 100000)plt.hist(x, 100)plt.show()",Python Avanzado
155,Scatter Plot,https://www.w3schools.com/python/python_ml_scatterplot.asp,"Machine Learning - Scatter Plot
Scatter Plot
A scatter plot is a diagram where each value in the data set is represented by a dot.
The Matplotlib module has a method for drawing scatter plots, it needs two arrays of 
the same length, one for the values of the x-axis, and one for the values of the 
y-axis:
x = [5,7,8,7,2,17,2,9,4,11,12,9,6]","import matplotlib.pyplot as pltx = 
  [5,7,8,7,2,17,2,9,4,11,12,9,6]y = 
  [99,86,87,88,111,86,103,87,94,78,77,85,86]plt.scatter(x, y)plt.show()
---
import numpyimport matplotlib.pyplot as pltx = numpy.random.normal(5.0, 
  1.0, 1000)y = numpy.random.normal(10.0, 2.0, 1000)plt.scatter(x, y)plt.show()",Python Avanzado
156,Linear Regression,https://www.w3schools.com/python/python_ml_linear_regression.asp,"Machine Learning - Linear Regression
Regression
The term regression is used when you try to find the relationship between variables.
In Machine Learning, and in statistical modeling, that relationship is used to predict the outcome of future events.
Linear Regression","import matplotlib.pyplot as pltx = [5,7,8,7,2,17,2,9,4,11,12,9,6]y = 
  [99,86,87,88,111,86,103,87,94,78,77,85,86]plt.scatter(x, y)plt.show()
---
import matplotlib.pyplot as pltfrom scipy import statsx = [5,7,8,7,2,17,2,9,4,11,12,9,6]y = 
  [99,86,87,88,111,86,103,87,94,78,77,85,86]slope, intercept, r, 
  p, std_err = stats.linregress(x, y)def myfunc(x):return slope * x + interceptmymodel = list(map(myfunc, x))plt.scatter(x, y)plt.plot(x, mymodel)plt.show()
---
from scipy import statsx = 
  [5,7,8,7,2,17,2,9,4,11,12,9,6]y = 
  [99,86,87,88,111,86,103,87,94,78,77,85,86]slope, intercept, r, 
  p, std_err = stats.linregress(x, y)print(r)",Python Avanzado
157,Polynomial Regression,https://www.w3schools.com/python/python_ml_polynomial_regression.asp,"Machine Learning - Polynomial Regression
Polynomial Regression
If your data points clearly will not fit a linear regression (a straight line 
through all data points), it might be ideal for polynomial regression.
Polynomial regression, like linear regression, uses the relationship between the 
variables x and y to find the best way to draw a line through the data points.
How Does it Work?","import matplotlib.pyplot as pltx = [1,2,3,5,6,7,8,9,10,12,13,14,15,16,18,19,21,22]y = [100,90,80,60,60,55,60,65,70,70,75,76,78,79,90,99,99,100]plt.scatter(x, y)plt.show()
---
import numpyimport matplotlib.pyplot as pltx = [1,2,3,5,6,7,8,9,10,12,13,14,15,16,18,19,21,22]y = 
  [100,90,80,60,60,55,60,65,70,70,75,76,78,79,90,99,99,100]mymodel = 
  numpy.poly1d(numpy.polyfit(x, y, 3))myline = numpy.linspace(1, 22, 100)plt.scatter(x, y)plt.plot(myline, mymodel(myline))plt.show()
---
import numpyfrom sklearn.metrics import r2_scorex = 
  [1,2,3,5,6,7,8,9,10,12,13,14,15,16,18,19,21,22]y = 
  [100,90,80,60,60,55,60,65,70,70,75,76,78,79,90,99,99,100]mymodel = 
  numpy.poly1d(numpy.polyfit(x, y, 3))print(r2_score(y, mymodel(x)))",Python Avanzado
158,Multiple Regression,https://www.w3schools.com/python/python_ml_multiple_regression.asp,"Machine Learning - Multiple Regression
Multiple Regression
Multiple regression is likelinear regression, but with more than one 
independent value, meaning that we try to predict a value based ontwo 
or morevariables.
Take a look at the data set below, it contains some information about cars.
We can predict the CO2 emission of a car based on 
the size of the engine, but with multiple regression we can throw in more 
variables, like the weight of the car, to make the prediction more accurate.","import pandasfrom sklearn import linear_modeldf = pandas.read_csv(""data.csv"")X = df[['Weight', 'Volume']]y = df['CO2']regr = 
  linear_model.LinearRegression()regr.fit(X, y)#predict the CO2 
  emission of a car where the weight is 2300kg, and the volume is 1300cm3:predictedCO2 = regr.predict([[2300, 1300]])print(predictedCO2)
---
import pandasfrom sklearn import linear_modeldf = pandas.read_csv(""data.csv"")X = df[['Weight', 'Volume']]y = df['CO2']regr = 
  linear_model.LinearRegression()regr.fit(X, y)print(regr.coef_)
---
import pandasfrom sklearn import linear_modeldf = pandas.read_csv(""data.csv"")X = df[['Weight', 'Volume']]y = df['CO2']regr = 
  linear_model.LinearRegression()regr.fit(X, y)predictedCO2 = regr.predict([[3300, 1300]])print(predictedCO2)",Python Avanzado
159,Scale,https://www.w3schools.com/python/python_ml_scale.asp,"Machine Learning - Scale
Scale Features
When your data has different values, and even different measurement units, it can be difficult to 
compare them. What is kilograms compared to meters? Or altitude compared to time?
The answer to this problem is scaling. We can scale data into new values that are easier to 
compare.
Take a look at the table below, it is the same data set that we used in themultiple regression chapter, but this time thevolumecolumn 
contains values inlitersinstead ofcm3(1.0 ","import pandasfrom sklearn import linear_modelfrom 
  sklearn.preprocessing import StandardScalerscale = StandardScaler()df = pandas.read_csv(""data.csv"")X = df[['Weight', 'Volume']]scaledX = scale.fit_transform(X)print(scaledX)
---
import pandasfrom sklearn import linear_modelfrom 
  sklearn.preprocessing import StandardScalerscale = StandardScaler()df = pandas.read_csv(""data.csv"")X = df[['Weight', 'Volume']]y = df['CO2']scaledX = scale.fit_transform(X)regr = linear_model.LinearRegression()regr.fit(scaledX, y)scaled = 
  scale.transform([[2300, 1.3]])predictedCO2 = regr.predict([scaled[0]])print(predictedCO2)",Python Avanzado
160,Train/Test,https://www.w3schools.com/python/python_ml_train_test.asp,"Machine Learning - Train/Test
Evaluate Your Model
In Machine Learning we create models to predict the outcome of certain events,
like in the previous chapter where we predicted the CO2 emission of a car when we knew
the weight and engine size.
To measure if the model is good enough, we can use a method called Train/Test.
What is Train/Test","import numpyimport matplotlib.pyplot as pltnumpy.random.seed(2)x = numpy.random.normal(3, 1, 100)y = numpy.random.normal(150, 40, 
  100) / xplt.scatter(x, y)plt.show()
---
plt.scatter(train_x, 
  train_y)plt.show()
---
plt.scatter(test_x, 
  test_y)plt.show()",Python Avanzado
161,Decision Tree,https://www.w3schools.com/python/python_ml_decision_tree.asp,"Machine Learning - Decision Tree

Decision Tree
In this chapter we will show you how to make a ""Decision Tree"". A Decision 
Tree is a Flow Chart, and can help you make decisions based on previous experience.
In the example, a person will try to decide if he/she should go to a comedy show or 
not.","import pandasdf = pandas.read_csv(""data.csv"")print(df)
---
d = {'UK': 0, 
  'USA': 1, 'N': 2}df['Nationality'] = df['Nationality'].map(d)d = 
  {'YES': 1, 'NO': 0}df['Go'] = df['Go'].map(d)print(df)
---
features = ['Age', 'Experience', 'Rank', 'Nationality']X = df[features]y = df['Go']print(X)print(y)",Python Avanzado
162,Confusion Matrix,https://www.w3schools.com/python/python_ml_confusion_matrix.asp,"Machine Learning - Confusion Matrix
What is a confusion matrix?
It is a table that is used in classification problems to assess where errors in the model were made.
The rows represent the actual classes the outcomes should have been.
While the columns represent the predictions we have made.
Using this table it is easy to see which predictions are wrong.
Creating a Confusion Matrix","import matplotlib.pyplot as pltimport numpyfrom sklearn import metricsactual = numpy.random.binomial(1,.9,size = 1000)predicted = 
  numpy.random.binomial(1,.9,size = 1000)confusion_matrix = 
  metrics.confusion_matrix(actual, predicted)cm_display = 
  metrics.ConfusionMatrixDisplay(confusion_matrix = confusion_matrix, 
  display_labels = [0, 1])cm_display.plot()plt.show()
---
Accuracy = metrics.accuracy_score(actual, predicted)
---
Precision = metrics.precision_score(actual, predicted)",Python Avanzado
163,Hierarchical Clustering,https://www.w3schools.com/python/python_ml_hierarchial_clustering.asp,"Machine Learning - Hierarchical Clustering
Hierarchical Clustering
Hierarchical clustering is an unsupervised learning method for clustering data points. The algorithm builds clusters by measuring the dissimilarities between data. Unsupervised learning means that a model does not have to be trained, and we do not need a ""target"" variable. This method can be used on any data to visualize and interpret the relationship between individual data points.
Here we will use hierarchical clustering to gro","import numpy as npimport matplotlib.pyplot as pltx = [4, 5, 10, 4, 
  3, 11, 14 , 6, 10, 12]y = [21, 19, 24, 17, 16, 25, 24, 22, 21, 21]plt.scatter(x, y)plt.show()
---
import numpy as npimport matplotlib.pyplot as pltfrom 
  scipy.cluster.hierarchy import dendrogram, linkagex = [4, 5, 10, 4, 3, 
  11, 14 , 6, 10, 12]y = [21, 19, 24, 17, 16, 25, 24, 22, 21, 21]data = list(zip(x, y))linkage_data = linkage(data, method='ward', 
  metric='euclidean')dendrogram(linkage_data)plt.show()
---
import numpy as npimport matplotlib.pyplot as pltfrom sklearn.cluster 
  import AgglomerativeClusteringx = [4, 5, 10, 4, 3, 11, 14 , 6, 10, 12]y = [21, 19, 24, 17, 16, 25, 24, 22, 21, 21]data = list(zip(x, y))hierarchical_cluster = AgglomerativeClustering(n_clusters=2,  
  linkage='ward')labels = hierarchical_cluster.fit_predict(data)plt.scatter(x, y, c=labels)plt.show()",Python Avanzado
164,Logistic Regression,https://www.w3schools.com/python/python_ml_logistic_regression.asp,"Machine Learning - Logistic Regression
Logistic Regression
Logistic regression aims to solve classification problems. It does this by predicting categorical outcomes, unlike linear regression that predicts a continuous outcome.
In the simplest case there are two outcomes, which is called binomial, an example of which is predicting if a tumor is malignant or benign. Other cases have more than two outcomes to classify, in this case it is called multinomial. A common example for multinomial logisti","import numpyfrom sklearn import linear_model#Reshaped for Logistic function.X = numpy.array([3.78, 2.44, 2.09, 0.14, 1.72, 1.65, 4.92, 4.37, 4.96, 4.52, 3.69, 5.88]).reshape(-1,1)y = numpy.array([0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1])logr = linear_model.LogisticRegression()logr.fit(X,y)#predict if tumor is cancerous where the size is 3.46mm:predicted = logr.predict(numpy.array([3.46]).reshape(-1,1))print(predicted)
---
import numpyfrom sklearn import linear_model#Reshaped for Logistic function.X = numpy.array([3.78, 2.44, 2.09, 0.14, 1.72, 1.65, 4.92, 4.37, 4.96, 4.52, 3.69, 5.88]).reshape(-1,1)y = numpy.array([0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1])logr = linear_model.LogisticRegression()logr.fit(X,y)log_odds = logr.coef_odds = numpy.exp(log_odds)print(odds)
---
import numpyfrom sklearn import linear_modelX = numpy.array([3.78, 2.44, 2.09, 0.14, 1.72, 1.65, 4.92, 4.37, 4.96, 4.52, 3.69, 5.88]).reshape(-1,1)y = numpy.array([0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1])logr = linear_model.LogisticReg",Python Avanzado
165,Grid Search,https://www.w3schools.com/python/python_ml_grid_search.asp,"Machine Learning - Grid Search
Grid Search
The majority of machine learning models contain parameters that can be adjusted to vary how the model learns.
For example, the logistic regression model, fromsklearn,
has a parameterCthat controls regularization,which affects the complexity of the model.
How do we pick the best value forC?
The best value is dependent on the data used to train the model.
How does it work?","from sklearn import datasetsfrom sklearn.linear_model import 
  LogisticRegressioniris = datasets.load_iris()X = iris['data']y = iris['target']logit = LogisticRegression(max_iter = 10000)print(logit.fit(X,y))print(logit.score(X,y))
---
from sklearn import datasetsfrom sklearn.linear_model import 
  LogisticRegressioniris = datasets.load_iris()X = iris['data']y = iris['target']logit = LogisticRegression(max_iter = 10000)C = [0.25, 0.5, 0.75, 1, 1.25, 1.5, 1.75, 2]scores = []for choice in C:logit.set_params(C=choice)logit.fit(X, y)scores.append(logit.score(X, y))print(scores)",Python Avanzado
166,Categorical Data,https://www.w3schools.com/python/python_ml_preprocessing.asp,"Preprocessing - Categorical Data
Categorical Data
When your data has categories represented by strings, it will be difficult to use them to train machine learning models which often only accepts numeric data.
Instead of ignoring the categorical data and excluding the information from our model, you can tranform the data so it can be used in your models.
Take a look at the table below, it is the same data set that we used in themultiple regressionchapter.","import pandas as pdcars = pd.read_csv('data.csv')print(cars.to_string())
---
import pandas as pdcars = pd.read_csv('data.csv')ohe_cars = 
  pd.get_dummies(cars[['Car']])print(ohe_cars.to_string())
---
import pandasfrom sklearn import linear_modelcars = pandas.read_csv(""data.csv"")ohe_cars = pandas.get_dummies(cars[['Car']])X = pandas.concat([cars[['Volume', 'Weight']], ohe_cars], axis=1)y = cars['CO2']regr = linear_model.LinearRegression()regr.fit(X,y)##predict the CO2 emission of a VW where the weight is 2300kg, and the volume is 1300cm3:predictedCO2 = regr.predict([[2300, 1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]])print(predictedCO2)",Python Avanzado
